,moive name,English name,star,year,length,vote num,director,scriptwriter,type,actor,Domestic,International,Worldwide,imdb str
14,房间 Room,Room,8.8,2015,118分钟,284308,伦尼·阿伯拉罕森,艾玛·多诺霍,剧情/家庭,布丽·拉尔森/雅各布·特伦布莱/肖恩·布里吉格斯/温迪·古逊/阿曼达·布鲁盖尔/乔·平格/琼·艾伦/卡斯·安瓦尔/威廉姆·H·梅西/兰道尔·爱德华/罗德里戈-费尔南德斯-斯托尔/罗里·奥谢/汤姆·麦卡穆斯/杰克·富尔顿/梅根·帕克,"$14,677,654","$20,724,104","$35,401,758",tt3170832
15,虎口脱险 La grande vadrouille,La Grande Vadrouille,8.9,1966,132分钟,168691,热拉尔·乌里,热拉尔·乌里/达妮埃尔·汤普森/马塞尔·朱利安/乔治·塔贝/安德烈·塔贝,喜剧/战争,路易·德·菲奈斯/布尔维尔/克劳迪奥·布鲁克/安德丽·帕里西/科莱特·布罗塞/迈克·马歇尔/玛丽·马凯/皮埃尔·贝尔坦/本诺·施特岑巴赫/玛丽·杜布瓦/特里-托马斯/西戈德·拉普/赖因哈德·科尔德霍夫/赫尔穆特·施奈德/保罗·普雷博伊斯特/汉斯·迈尔/居伊·格罗索/米歇尔·莫多/彼得·雅各布/吕迪·勒努瓦/诺埃尔·达扎尔/皮埃尔·鲁塞尔/皮埃尔·巴斯蒂安/雅克·萨布隆/玛格·阿夫里尔/雅克·博杜因/加布里埃尔·戈班/保罗·梅塞/亨利·热内斯,获取失败,获取失败,获取失败,tt0060474
16,惊魂记 Psycho,Psycho,9.0,1960,109分钟,162711,阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺/罗伯特·布洛克,悬疑/惊悚/恐怖,安东尼·博金斯/维拉·迈尔斯/约翰·加文/珍妮特·利/马丁·鲍尔萨姆/约翰·麦克因泰/西蒙·奥克兰/弗兰克·艾伯森/帕特里夏·希区柯克/沃恩·泰勒/卢伦·塔特尔/约翰·安德森/莫特·米尔斯/吉特·卡森/维吉尼亚·格雷格/阿尔弗雷德·希区柯克/珍妮特·诺兰/罗伯特奥斯本/海伦·华莱士/Fletcher Allen/Walter Bacon/Francis De Sales/George Dockstader/George Eldredge/Harper Flaherty/萨姆·弗林特/Frank Killmond/泰德·奈特/Pat McCaffrie/Hans-Joachim Moebis/Fred Scheiwiller,"$32,000,000",获取失败,"$32,000,000",tt0054215
17,恐怖游轮 Triangle,Triangle,8.5,2009,99 分钟,561650,克里斯托弗·史密斯,克里斯托弗·史密斯,剧情/悬疑/惊悚,梅利莎·乔治/利亚姆·海姆斯沃斯/迈克尔·多曼/瑞秋·卡帕尼/艾玛·朗/亨利·尼克松/约书亚·麦基弗,获取失败,"$1,333,377","$1,333,377",tt1187064
18,魔女宅急便 魔女の宅急便,Kiki's Delivery Service,8.6,1989,103分钟,333149,宫崎骏,宫崎骏/角野荣子,动画/奇幻/冒险,高山南/佐久间玲/户田惠子/山口胜平/信泽三惠子/加藤治子/关弘子/三浦浩一/山寺宏一/井上喜久子/渊崎由里子/土井美加/土师孝也/浅井淑子/齐藤昌/西村知道/小林优子/池水通洋/辻亲八/大塚明夫/坂本千夏/田口昂/键本景子/津贺有子/龟井芳子/丸山裕子,"$1,004,057","$9,146,308","$10,150,365",tt0097814
19,奇迹男孩 Wonder,Wonder,8.6,2017,113分钟,412357,斯蒂芬·卓博斯基,斯蒂芬·卓博斯基/斯蒂夫·康拉德/杰克·索恩/R·J·帕拉西奥,剧情/家庭/儿童,雅各布·特伦布莱/朱莉娅·罗伯茨/伊扎贝拉·维多维奇/欧文·威尔逊/诺亚·尤佩/丹妮尔·罗丝·拉塞尔/纳吉·杰特/戴维德·迪格斯/曼迪·帕廷金/布莱斯·吉扎尔/艾尔·麦金农/泰·孔西利奥/詹姆斯·休斯/凯尔·布瑞特科夫/米莉·戴维斯/莉娅·朱厄特/凯琳·布瑞特科夫/利亚姆·迪金森/艾玛·特伦布莱/马克·多兹劳/鲁奇娅·伯纳德/J·道格拉斯·斯图瓦特/阿里·利伯特/埃丽卡·麦基特里克/本杰明·拉特纳/杰森·麦金农/索尼娅·布拉加/吉洁特,"$132,422,809","$173,514,909","$305,937,718",tt2543472
20,人工智能 Artificial Intelligence: AI,A.I. Artificial Intelligence,8.6,2001,146分钟,313066,史蒂文·斯皮尔伯格,布莱恩·奥尔迪斯/史蒂文·斯皮尔伯格/Ian Watson,剧情/科幻/冒险,海利·乔·奥斯蒙/弗兰西丝·奥康纳/山姆·洛巴兹/杰克·托马斯/裘德·洛/威廉·赫特/肯·梁/克拉克·格雷格/凯文·苏斯曼/汤姆·加洛普/尤金·奥斯门特/艾普尔·格雷斯/马特·温斯顿/萨布丽娜·格德维奇/西奥·格林利,"$78,616,689","$157,309,863","$235,926,552",tt0212720
21,雨中曲 Singin' in the Rain,Singin' in the Rain,9.0,1952,103分钟,146823,斯坦利·多南/吉恩·凯利,贝蒂·康登/阿多夫·格林,喜剧/爱情/歌舞,吉恩·凯利/唐纳德·奥康纳/黛比·雷诺斯/简·哈根/米勒德·米切尔/赛德·查里斯/达格拉斯·福雷/丽塔·莫雷诺/道恩·艾达丝/John Albright/Betty Allen/Bette Arlen/David Bair/玛格丽特·伯特/Madge Blake/Gail Bonney/Chet Brandenburg/梅·克拉克/Harry Cody/Chick Collins/Pat Conway/Jeanne Coyne/Fred Datig Jr./Kay Deslys/John Dodsworth/金·多诺万/Phil Dunham/海伦·艾比罗克/Richard Emory/Tommy Farrell/Ernie Flatt/贝丝·弗劳尔斯/罗伯特·福捷/Dan Foster/Robert Foulk/Eric Freeman/凯瑟琳·弗里曼/兰斯·富勒/杰克·乔治/John George/Inez Gorman/A. Cameron Grant/Beatrice Gray/William Hamel/山姆·哈里斯/Timmy Hawkins/Jean Heremans/斯图尔特·霍姆斯/肯纳G.肯普/迈克·拉里/乔伊·兰辛/William F. Leicester/Sylvia Lewis,"$1,826,108","$38,074","$1,864,182",tt0045152
22,疯狂的石头,Crazy Stone,8.5,2006,106 分钟(香港),568834,宁浩,张承/宁浩/岳小军,喜剧/犯罪,郭涛/刘桦/连晋/黄渤/徐峥/优恵/罗兰 /王迅,获取失败,获取失败,获取失败,tt0843270
23,小偷家族 万引き家族,Shoplifters,8.7,2018,117分钟(中国大陆),580699,是枝裕和,是枝裕和,剧情/家庭/犯罪,中川雅也/安藤樱/松冈茉优/城桧吏/佐佐木美结/树木希林/绪形直人/池松壮亮/森口瑶子/山田裕贵/片山萌美/柄本明/高良健吾/池胁千鹤/足立智充,"$3,313,513","$64,685,441","$67,998,954",tt8075192
24,罗生门 羅生門,Rashomon,8.8,1950,88分钟,217199,黑泽明,黑泽明/桥本忍/芥川龙之介,剧情/悬疑/犯罪,三船敏郎/京町子/森雅之/志村乔/千秋实/上田吉二郎/本间文子/加东大介,"$46,808",获取失败,"$46,808",tt0042876
0,爱在午夜降临前 Before Midnight,Before Midnight,8.8,2013,109分钟,226191,理查德·林克莱特,理查德·林克莱特/朱莉·德尔佩/伊桑·霍克/金·克里桑,剧情/爱情,伊桑·霍克/朱莉·德尔佩/肖姆斯·戴维-菲茨帕特里克/詹妮弗·普里尔/夏洛特·普里尔/Xenia Kalogeropoulou/沃尔特·拉萨利/亚里安妮·拉贝德/雅尼斯·帕帕多普洛斯/阿赛娜·拉海尔·灿加里/帕诺斯·科罗尼斯/Yota Argyropoulou/约翰·斯洛斯,"$8,114,627","$12,880,021","$20,994,648",tt2209418
1,海洋 Océans,Oceans,9.1,2009,104分钟(法国),129522,雅克·贝汉/ 雅克·克鲁奥德,克里斯托夫·谢松/ 雅克·克鲁奥德/洛朗·德巴/斯特凡纳·迪朗/洛朗·戈德/雅克·贝汉/弗朗索瓦·萨兰诺,纪录片,皮尔斯·布鲁斯南/雅克·贝汉/姜文/宫泽理惠/小佩德罗·阿门达里斯/马蒂亚斯·勃兰特/阿尔多/兰斯洛特·佩林/Manolo Garcia,"$19,422,319","$126,458,240","$145,880,559",tt0765128
2,终结者2：审判日 Terminator 2: Judgment Day,Terminator 2: Judgment Day,8.7,1991,137分钟,250662,詹姆斯·卡梅隆,詹姆斯·卡梅隆/小威廉·威谢尔,动作/科幻,阿诺·施瓦辛格/琳达·汉密尔顿/爱德华·福隆/罗伯特·帕特里克/阿尔·伯恩/乔·莫顿/埃帕莎·默克森/卡斯图罗·格雷拉/丹尼·库克塞/詹妮特·戈德斯坦恩/山德·贝克利/莱思莉·汉密尔顿·格伦/彼得·舒鲁姆/唐·雷克/吉姆·帕尔默/格温达·迪肯/科林·帕特里克·林奇/妮基·考克斯/德沃恩·尼克森/阿卜杜勒·萨拉姆·埃尔·拉扎克/迈克·马斯喀特/迪恩·诺里斯/查尔斯·A·坦伯罗/丹尼·皮尔斯/马克·克里斯托弗·劳伦斯/林凡 /乔尔·克莱默/斯科特·肖/史文-欧尔·托尔森/小威廉·威谢尔/Ken Gibbel/Robert Winley/Michael Edwards/Don Stanton/Dan Stanton/Lisa Brinegar/Dalton Abbott/Bret A. Arnold/Martin Deluca,"$205,881,154","$315,003,693","$520,884,847",tt0103064
